Classifier,Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM
UnkRM,16,0.37186316,0.37186316,0.37186316,0.37186316,0.37186316,0.37186316,0.37186316,0.37186316,0.37186316,0.37186316,0.37186316
UnkRM,17,0.37909198,0.37909198,0.37909198,0.37909198,0.37909198,0.37909198,0.37909198,0.37909198,0.37909198,0.37909198,0.37909198
UnkRM,18,0.3846372,0.3846372,0.3846372,0.3846372,0.3846372,0.3846372,0.3846372,0.3846372,0.3846372,0.3846372,0.3846372
UnkRM,19,0.39013705,0.39013705,0.39013705,0.39013705,0.39013705,0.39013705,0.39013705,0.39013705,0.39013705,0.39013705,0.39013705
UnkRM,20,0.39158782,0.39158782,0.39158782,0.39158782,0.39158782,0.39158782,0.39158782,0.39158782,0.39158782,0.39158782,0.39158782
UnkRM,21,0.39785337,0.39785337,0.39785337,0.39785337,0.39785337,0.39785337,0.39785337,0.39785337,0.39785337,0.39785337,0.39785337
UnkRM,22,0.40682477,0.40682477,0.40682477,0.40682477,0.40682477,0.40682477,0.40682477,0.40682477,0.40682477,0.40682477,0.40682477
UnkRM,23,0.40939522,0.40939522,0.40939522,0.40939522,0.40939522,0.40939522,0.40939522,0.40939522,0.40939522,0.40939522,0.40939522
UnkRM,24,0.4126225,0.4126225,0.4126225,0.4126225,0.4126225,0.4126225,0.4126225,0.4126225,0.4126225,0.4126225,0.4126225
UnkRM,25,0.4177362,0.4177362,0.4177362,0.4177362,0.4177362,0.4177362,0.4177362,0.4177362,0.4177362,0.4177362,0.4177362
UnkRM,26,0.4209599,0.4209599,0.4209599,0.4209599,0.4209599,0.4209599,0.4209599,0.4209599,0.4209599,0.4209599,0.4209599
UnkRM,27,0.42358494,0.42358494,0.42358494,0.42358494,0.42358494,0.42358494,0.42358494,0.42358494,0.42358494,0.42358494,0.42358494
UnkRM,28,0.4283587,0.4283587,0.4283587,0.4283587,0.4283587,0.4283587,0.4283587,0.4283587,0.4283587,0.4283587,0.4283587
UnkRM,29,0.433425,0.433425,0.433425,0.433425,0.433425,0.433425,0.433425,0.433425,0.433425,0.433425,0.433425
UnkRM,30,0.4371295,0.4371295,0.4371295,0.4371295,0.4371295,0.4371295,0.4371295,0.4371295,0.4371295,0.4371295,0.4371295
UnkRM,31,0.43940416,0.43940416,0.43940416,0.43940416,0.43940416,0.43940416,0.43940416,0.43940416,0.43940416,0.43940416,0.43940416
UnkRM,32,0.4412675,0.4412675,0.4412675,0.4412675,0.4412675,0.4412675,0.4412675,0.4412675,0.4412675,0.4412675,0.4412675
UnkRM,33,0.43976298,0.43976298,0.43976298,0.43976298,0.43976298,0.43976298,0.43976298,0.43976298,0.43976298,0.43976298,0.43976298
UnkRM,34,0.44013157,0.44013157,0.44013157,0.44013157,0.44013157,0.44013157,0.44013157,0.44013157,0.44013157,0.44013157,0.44013157
UnkRM,35,0.43994045,0.43994045,0.43994045,0.43994045,0.43994045,0.43994045,0.43994045,0.43994045,0.43994045,0.43994045,0.43994045
UnkRM,36,0.44162592,0.44162592,0.44162592,0.44162592,0.44162592,0.44162592,0.44162592,0.44162592,0.44162592,0.44162592,0.44162592
UnkRM,37,0.4415931,0.4415931,0.4415931,0.4415931,0.4415931,0.4415931,0.4415931,0.4415931,0.4415931,0.4415931,0.4415931
UnkRM,38,0.4416964,0.4416964,0.4416964,0.4416964,0.4416964,0.4416964,0.4416964,0.4416964,0.4416964,0.4416964,0.4416964
UnkRM,39,0.44335294,0.44335294,0.44335294,0.44335294,0.44335294,0.44335294,0.44335294,0.44335294,0.44335294,0.44335294,0.44335294
UnkRM,40,0.443389,0.443389,0.443389,0.443389,0.443389,0.443389,0.443389,0.443389,0.443389,0.443389,0.443389
UnkRM,41,0.44482976,0.44482976,0.44482976,0.44482976,0.44482976,0.44482976,0.44482976,0.44482976,0.44482976,0.44482976,0.44482976
UnkRM,42,0.44781446,0.44781446,0.44781446,0.44781446,0.44781446,0.44781446,0.44781446,0.44781446,0.44781446,0.44781446,0.44781446
UnkRM,43,0.44879308,0.44879308,0.44879308,0.44879308,0.44879308,0.44879308,0.44879308,0.44879308,0.44879308,0.44879308,0.44879308
UnkRM,44,0.44860587,0.44860587,0.44860587,0.44860587,0.44860587,0.44860587,0.44860587,0.44860587,0.44860587,0.44860587,0.44860587
UnkRM,45,0.45124406,0.45124406,0.45124406,0.45124406,0.45124406,0.45124406,0.45124406,0.45124406,0.45124406,0.45124406,0.45124406
UnkRM,46,0.45359334,0.45359334,0.45359334,0.45359334,0.45359334,0.45359334,0.45359334,0.45359334,0.45359334,0.45359334,0.45359334
UnkRM,47,0.45656854,0.45656854,0.45656854,0.45656854,0.45656854,0.45656854,0.45656854,0.45656854,0.45656854,0.45656854,0.45656854
UnkRM,48,0.4604691,0.4604691,0.4604691,0.4604691,0.4604691,0.4604691,0.4604691,0.4604691,0.4604691,0.4604691,0.4604691
UnkRM,49,0.46425214,0.46425214,0.46425214,0.46425214,0.46425214,0.46425214,0.46425214,0.46425214,0.46425214,0.46425214,0.46425214
UnkRM,50,0.4663248,0.4663248,0.4663248,0.4663248,0.4663248,0.4663248,0.4663248,0.4663248,0.4663248,0.4663248,0.4663248
UnkRM,51,0.46800917,0.46800917,0.46800917,0.46800917,0.46800917,0.46800917,0.46800917,0.46800917,0.46800917,0.46800917,0.46800917
